>BAM56235 cds chromosome:ASM52304v1:Chromosome:42916:43659:1 gene:BEST7003_0034 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabB description:methyltransferase,>BAM56235 cds chromosome:ASM52304v1:Chromosome:42916:43659:1 gene:BEST7003_33
>BAM56236 cds chromosome:ASM52304v1:Chromosome:43646:43945:1 gene:BEST7003_0035 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yazA description:GIY-YIG nuclease superfamily protein,>BAM56236 cds chromosome:ASM52304v1:Chromosome:43646:43945:1 gene:BEST7003_34
>BAM56237 cds chromosome:ASM52304v1:Chromosome:43920:44798:1 gene:BEST7003_0036 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabC description:methyltransferase,>BAM56237 cds chromosome:ASM52304v1:Chromosome:43920:44798:1 gene:BEST7003_35
>BAM56238 cds chromosome:ASM52304v1:Chromosome:44847:45131:-1 gene:BEST7003_0037 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:abrB description:transcriptional regulator,>BAM56238 cds chromosome:ASM52304v1:Chromosome:44847:45131:-1 gene:BEST7003_36
>BAM56239 cds chromosome:ASM52304v1:Chromosome:45632:47626:1 gene:BEST7003_0038 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:metS description:methionyl-tRNA synthetase,>BAM56239 cds chromosome:ASM52304v1:Chromosome:45632:47626:1 gene:BEST7003_37
>BAM56240 cds chromosome:ASM52304v1:Chromosome:47705:48472:1 gene:BEST7003_0039 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabD description:metal-dependent DNase,>BAM56240 cds chromosome:ASM52304v1:Chromosome:47705:48472:1 gene:BEST7003_38
>BAM56241 cds chromosome:ASM52304v1:Chromosome:48628:49941:1 gene:BEST7003_0040 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabE description:cell wall shaping enzyme,>BAM56241 cds chromosome:ASM52304v1:Chromosome:48628:49941:1 gene:BEST7003_39
>BAM56242 cds chromosome:ASM52304v1:Chromosome:50086:50646:1 gene:BEST7003_0041 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rnmV description:ribonuclease M5,>BAM56242 cds chromosome:ASM52304v1:Chromosome:50086:50646:1 gene:BEST7003_40
>BAM56243 cds chromosome:ASM52304v1:Chromosome:50639:51517:1 gene:BEST7003_0042 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ksgA description:dimethyladenosine transferase,>BAM56243 cds chromosome:ASM52304v1:Chromosome:50639:51517:1 gene:BEST7003_41
>BAM56244 cds chromosome:ASM52304v1:Chromosome:51679:52551:1 gene:BEST7003_0043 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabG description:sporulation-specific protease,>BAM56244 cds chromosome:ASM52304v1:Chromosome:51679:52551:1 gene:BEST7003_42
>BAM56245 cds chromosome:ASM52304v1:Chromosome:52762:53022:1 gene:BEST7003_0044 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:veg description:hypothetical protein,>BAM56245 cds chromosome:ASM52304v1:Chromosome:52762:53022:1 gene:BEST7003_43
>BAM56246 cds chromosome:ASM52304v1:Chromosome:53182:53367:1 gene:BEST7003_0045 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:sspF description:small acid-soluble spore protein,>BAM56246 cds chromosome:ASM52304v1:Chromosome:53182:53367:1 gene:BEST7003_44
>BAM56247 cds chromosome:ASM52304v1:Chromosome:53515:54384:1 gene:BEST7003_0046 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ipk description:4-diphosphocytidyl-2-C-methyl-D-erythritolkinase,>BAM56247 cds chromosome:ASM52304v1:Chromosome:53515:54384:1 gene:BEST7003_45
>BAM56248 cds chromosome:ASM52304v1:Chromosome:54440:55297:1 gene:BEST7003_0047 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:purR description:pur operon repressor,>BAM56248 cds chromosome:ASM52304v1:Chromosome:54440:55297:1 gene:BEST7003_46
>BAM56249 cds chromosome:ASM52304v1:Chromosome:55294:55671:1 gene:BEST7003_0048 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabJ description:hypothetical protein,>BAM56249 cds chromosome:ASM52304v1:Chromosome:55294:55671:1 gene:BEST7003_47
>BAM56250 cds chromosome:ASM52304v1:Chromosome:55865:56158:1 gene:BEST7003_0049 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:spoVG description:regulatory protein SpoVG,>BAM56250 cds chromosome:ASM52304v1:Chromosome:55865:56158:1 gene:BEST7003_48
>BAM56251 cds chromosome:ASM52304v1:Chromosome:56351:57721:1 gene:BEST7003_0050 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:glmU description:bifunctional N-acetylglucosamine-1-phosphateuridyltransferase/ glucosamine-1-phosphateacetyltransferase,>BAM56251 cds chromosome:ASM52304v1:Chromosome:56351:57721:1 gene:BEST7003_49
>BAM56252 cds chromosome:ASM52304v1:Chromosome:57744:58697:1 gene:BEST7003_0051 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:prs description:ribose-phosphate pyrophosphokinase,>BAM56252 cds chromosome:ASM52304v1:Chromosome:57744:58697:1 gene:BEST7003_50
>BAM56253 cds chromosome:ASM52304v1:Chromosome:58782:59396:1 gene:BEST7003_0052 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ctc description:50S ribosomal protein L25,>BAM56253 cds chromosome:ASM52304v1:Chromosome:58782:59396:1 gene:BEST7003_51
>BAM56254 cds chromosome:ASM52304v1:Chromosome:59503:60069:1 gene:BEST7003_0053 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pth description:peptidyl-tRNA hydrolase,>BAM56254 cds chromosome:ASM52304v1:Chromosome:59503:60069:1 gene:BEST7003_52
>BAM56255 cds chromosome:ASM52304v1:Chromosome:60129:60359:1 gene:BEST7003_0054 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabK description:hypothetical protein,>BAM56255 cds chromosome:ASM52304v1:Chromosome:60129:60359:1 gene:BEST7003_53
>BAM56256 cds chromosome:ASM52304v1:Chromosome:60429:63962:1 gene:BEST7003_0055 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mfd description:transcription-repair coupling factor,>BAM56256 cds chromosome:ASM52304v1:Chromosome:60429:63962:1 gene:BEST7003_54
>BAM56257 cds chromosome:ASM52304v1:Chromosome:64098:64634:1 gene:BEST7003_0056 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:spoVT description:transcriptional regulator,>BAM56257 cds chromosome:ASM52304v1:Chromosome:64098:64634:1 gene:BEST7003_55
>BAM56258 cds chromosome:ASM52304v1:Chromosome:64816:66414:1 gene:BEST7003_0057 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabM description:exporter,>BAM56258 cds chromosome:ASM52304v1:Chromosome:64816:66414:1 gene:BEST7003_56
>BAM56259 cds chromosome:ASM52304v1:Chromosome:66404:67873:1 gene:BEST7003_0058 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabN description:fusion methylase and nucleotidepyrophosphohydrolase,>BAM56259 cds chromosome:ASM52304v1:Chromosome:66404:67873:1 gene:BEST7003_57
>BAM56260 cds chromosome:ASM52304v1:Chromosome:67876:68136:1 gene:BEST7003_0059 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabO description:ribosomal RNA binding protein,>BAM56260 cds chromosome:ASM52304v1:Chromosome:67876:68136:1 gene:BEST7003_58
>BAM56261 cds chromosome:ASM52304v1:Chromosome:68215:68517:1 gene:BEST7003_0060 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabP description:spore protein,>BAM56261 cds chromosome:ASM52304v1:Chromosome:68215:68517:1 gene:BEST7003_59
>BAM56262 cds chromosome:ASM52304v1:Chromosome:68514:69149:1 gene:BEST7003_0061 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabQ description:membrane protein of the forespore,>BAM56262 cds chromosome:ASM52304v1:Chromosome:68514:69149:1 gene:BEST7003_60
>BAM56263 cds chromosome:ASM52304v1:Chromosome:69167:69544:1 gene:BEST7003_0062 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:divIC description:cell-division initiation protein,>BAM56263 cds chromosome:ASM52304v1:Chromosome:69167:69544:1 gene:BEST7003_61
>BAM56264 cds chromosome:ASM52304v1:Chromosome:69625:70011:1 gene:BEST7003_0063 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabR description:hypothetical protein,>BAM56264 cds chromosome:ASM52304v1:Chromosome:69625:70011:1 gene:BEST7003_62
>BAM56265 cds chromosome:ASM52304v1:Chromosome:70537:73020:1 gene:BEST7003_0064 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:spoIIE description:serine phosphatase,>BAM56265 cds chromosome:ASM52304v1:Chromosome:70537:73020:1 gene:BEST7003_63
>BAM56266 cds chromosome:ASM52304v1:Chromosome:73105:73842:1 gene:BEST7003_0065 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabS description:hypothetical protein,>BAM56266 cds chromosome:ASM52304v1:Chromosome:73105:73842:1 gene:BEST7003_64
>BAM56267 cds chromosome:ASM52304v1:Chromosome:73808:74824:1 gene:BEST7003_0066 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yabT description:serine/threonine-protein kinase,>BAM56267 cds chromosome:ASM52304v1:Chromosome:73808:74824:1 gene:BEST7003_65
>BAM56268 cds chromosome:ASM52304v1:Chromosome:74928:76346:1 gene:BEST7003_0067 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:tilS description:tRNAile lysidine synthetase,>BAM56268 cds chromosome:ASM52304v1:Chromosome:74928:76346:1 gene:BEST7003_66
>BAM56269 cds chromosome:ASM52304v1:Chromosome:76343:76885:1 gene:BEST7003_0068 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:hprT description:hypoxanthine-guanine phosphoribosyltransferase,>BAM56269 cds chromosome:ASM52304v1:Chromosome:76343:76885:1 gene:BEST7003_67
>BAM56270 cds chromosome:ASM52304v1:Chromosome:76983:78896:1 gene:BEST7003_0069 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ftsH description:cell-division protein and general stressprotein,>BAM56270 cds chromosome:ASM52304v1:Chromosome:76983:78896:1 gene:BEST7003_68
>BAM56271 cds chromosome:ASM52304v1:Chromosome:79091:79867:1 gene:BEST7003_0070 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:coaX description:pantothenate kinase,>BAM56271 cds chromosome:ASM52304v1:Chromosome:79091:79867:1 gene:BEST7003_69
>BAM56272 cds chromosome:ASM52304v1:Chromosome:79879:80754:1 gene:BEST7003_0071 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:hslO description:heat shock protein 33,>BAM56272 cds chromosome:ASM52304v1:Chromosome:79879:80754:1 gene:BEST7003_70
>BAM56273 cds chromosome:ASM52304v1:Chromosome:80801:81694:1 gene:BEST7003_0072 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yacD description:protein secretion PrsA,>BAM56273 cds chromosome:ASM52304v1:Chromosome:80801:81694:1 gene:BEST7003_71
>BAM56274 cds chromosome:ASM52304v1:Chromosome:81770:82696:1 gene:BEST7003_0073 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cysK description:cysteine synthase,>BAM56274 cds chromosome:ASM52304v1:Chromosome:81770:82696:1 gene:BEST7003_72
>BAM56275 cds chromosome:ASM52304v1:Chromosome:82863:84275:1 gene:BEST7003_0074 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pabB description:4-amino-4-deoxychorismate synthase,>BAM56275 cds chromosome:ASM52304v1:Chromosome:82863:84275:1 gene:BEST7003_73
>BAM56276 cds chromosome:ASM52304v1:Chromosome:84289:84873:1 gene:BEST7003_0075 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pabA description:para-aminobenzoate/anthranilate synthaseglutamine amidotransferase component II,>BAM56276 cds chromosome:ASM52304v1:Chromosome:84289:84873:1 gene:BEST7003_74
>BAM56277 cds chromosome:ASM52304v1:Chromosome:84870:85754:1 gene:BEST7003_0076 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pabC description:4-amino-4-deoxychorismate lyase,>BAM56277 cds chromosome:ASM52304v1:Chromosome:84870:85754:1 gene:BEST7003_75
>BAM56278 cds chromosome:ASM52304v1:Chromosome:85736:86593:1 gene:BEST7003_0077 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:sul description:dihydropteroate synthase,>BAM56278 cds chromosome:ASM52304v1:Chromosome:85736:86593:1 gene:BEST7003_76
>BAM56279 cds chromosome:ASM52304v1:Chromosome:86586:86948:1 gene:BEST7003_0078 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:folB description:dihydroneopterin aldolase,>BAM56279 cds chromosome:ASM52304v1:Chromosome:86586:86948:1 gene:BEST7003_77
>BAM56280 cds chromosome:ASM52304v1:Chromosome:86945:87448:1 gene:BEST7003_0079 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:folK description:7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase,>BAM56280 cds chromosome:ASM52304v1:Chromosome:86945:87448:1 gene:BEST7003_78
>BAM56281 cds chromosome:ASM52304v1:Chromosome:87400:87609:1 gene:BEST7003_0080 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yazB description:transcriptional regulator,>BAM56281 cds chromosome:ASM52304v1:Chromosome:87400:87609:1 gene:BEST7003_79
>BAM56282 cds chromosome:ASM52304v1:Chromosome:87633:88634:1 gene:BEST7003_0081 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:dusB description:tRNA-dihydrouridine synthase B,>BAM56282 cds chromosome:ASM52304v1:Chromosome:87633:88634:1 gene:BEST7003_80
>BAM56283 cds chromosome:ASM52304v1:Chromosome:88726:90225:1 gene:BEST7003_0082 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:lysS description:lysyl-tRNA synthetase,>BAM56283 cds chromosome:ASM52304v1:Chromosome:88726:90225:1 gene:BEST7003_81
>BAM56284 cds chromosome:ASM52304v1:Chromosome:101448:101912:1 gene:BEST7003_0083 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ctsR description:transcriptional regulator,>BAM56284 cds chromosome:ASM52304v1:Chromosome:101448:101912:1 gene:BEST7003_82
>BAM56285 cds chromosome:ASM52304v1:Chromosome:101926:102483:1 gene:BEST7003_0084 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mcsA description:activator of protein kinase McsB,>BAM56285 cds chromosome:ASM52304v1:Chromosome:101926:102483:1 gene:BEST7003_83
>BAM56286 cds chromosome:ASM52304v1:Chromosome:102483:103574:1 gene:BEST7003_0085 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mcsB description:ATP:guanido phosphotransferase,>BAM56286 cds chromosome:ASM52304v1:Chromosome:102483:103574:1 gene:BEST7003_84
>BAM56287 cds chromosome:ASM52304v1:Chromosome:103571:106003:1 gene:BEST7003_0086 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:clpC description:class III stress response-related ATPase,>BAM56287 cds chromosome:ASM52304v1:Chromosome:103571:106003:1 gene:BEST7003_85
>BAM56288 cds chromosome:ASM52304v1:Chromosome:106191:107471:1 gene:BEST7003_0087 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:radA description:DNA repair protein RadA,>BAM56288 cds chromosome:ASM52304v1:Chromosome:106191:107471:1 gene:BEST7003_86
>BAM56289 cds chromosome:ASM52304v1:Chromosome:107475:108557:1 gene:BEST7003_0088 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yacK description:DNA integrity scanning protein DisA,>BAM56289 cds chromosome:ASM52304v1:Chromosome:107475:108557:1 gene:BEST7003_87
>BAM56290 cds chromosome:ASM52304v1:Chromosome:108673:109773:1 gene:BEST7003_0089 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:yacL description:hypothetical protein,>BAM56290 cds chromosome:ASM52304v1:Chromosome:108673:109773:1 gene:BEST7003_88
>BAM56291 cds chromosome:ASM52304v1:Chromosome:109788:110486:1 gene:BEST7003_0090 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ispD description:2-C-methyl-D-erythritol 4-phosphatecytidylyltransferase,>BAM56291 cds chromosome:ASM52304v1:Chromosome:109788:110486:1 gene:BEST7003_89
>BAM56292 cds chromosome:ASM52304v1:Chromosome:110479:110955:1 gene:BEST7003_0091 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ispF description:2-C-methyl-D-erythritol 2,4-cyclodiphosphatesynthase,>BAM56292 cds chromosome:ASM52304v1:Chromosome:110479:110955:1 gene:BEST7003_90
>BAM56293 cds chromosome:ASM52304v1:Chromosome:111046:112497:1 gene:BEST7003_0092 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:gltX description:glutamyl-tRNA synthetase,>BAM56293 cds chromosome:ASM52304v1:Chromosome:111046:112497:1 gene:BEST7003_91
>BAM56294 cds chromosome:ASM52304v1:Chromosome:112799:113452:1 gene:BEST7003_0093 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cysE description:serine acetyltransferase,>BAM56294 cds chromosome:ASM52304v1:Chromosome:112799:113452:1 gene:BEST7003_92
>BAM56295 cds chromosome:ASM52304v1:Chromosome:113449:114849:1 gene:BEST7003_0094 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cysS description:cysteinyl-tRNA synthetase,>BAM56295 cds chromosome:ASM52304v1:Chromosome:113449:114849:1 gene:BEST7003_93
>BAM56296 cds chromosome:ASM52304v1:Chromosome:114853:115284:1 gene:BEST7003_0095 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:mrnC description:ribonuclease,>BAM56296 cds chromosome:ASM52304v1:Chromosome:114853:115284:1 gene:BEST7003_94
>BAM56297 cds chromosome:ASM52304v1:Chromosome:115268:116017:1 gene:BEST7003_0096 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:rlmB description:23S rRNA methyltransferase,>BAM56297 cds chromosome:ASM52304v1:Chromosome:115268:116017:1 gene:BEST7003_95
